ТБ;ГОСБ;ИНН;Организация;Сегмент;Сотрудник;Задач;Закрыто;Успешно;Невозможно отработать;В работе;Статус отработки;Противоречие в решениях;Все задачи закрыты одним днём;Ни одного цифрового следа;План получателей;Факт получателей;Факт к плану, %;Потенциал численности;Факт к потенциалу, %
Среднерусский банк;Тульское ГОСБ № 8604;7700058401;НКО Магистраль;Микро;Фомин Леонид Олегович;1;1;0;1;0;Отработан полностью;False;False;True;6;0;0,0;11;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058409;НКО Каскад;Малые;Орлова Ксения Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;5;0;0,0;18;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058437;ООО Триумф;Средние;Фомин Леонид Олегович;1;1;0;0;0;Отработан полностью;False;False;False;41;0;0,0;109;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058453;МБУ Лидер;Крупные;Дроздов Виктор Борисович;1;1;0;0;0;Отработан полностью;False;False;False;41;0;0,0;111;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058464;АО Ярд;Средние;Фомин Леонид Олегович;1;1;0;1;0;Отработан полностью;False;False;False;21;0;0,0;113;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058474;ПАО Сатурн;Средние;Ильин Максим Сергеевич;2;2;2;0;0;Отработан полностью;False;False;False;20;15;75,0;18;83,3
Среднерусский банк;Тульское ГОСБ № 8604;7700058482;ПАО Магистраль;Малые;Орлова Ксения Николаевна;2;1;1;0;1;Отработан частично;False;False;False;18;8;88,9;32;25,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058487;АО Автодор;Малые;Орлова Ксения Николаевна;2;2;0;0;0;Отработан полностью;False;False;False;41;0;0,0;46;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058493;ГБУЗ Триумф;Крупнейшие;Ильин Максим Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;3060;0;0,0;2917;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058501;ПАО Ресурс;Малые;Дроздов Виктор Борисович;1;1;0;0;0;Отработан полностью;False;False;False;5;0;0,0;22;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058516;ИП Уют;Крупные;Белов Олег Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;False;165;0;0,0;499;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058522;АО Ярд;Микро;Орлова Ксения Николаевна;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;8;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058550;ИП Каскад;Малые;Фомин Леонид Олегович;2;1;0;0;1;Отработан частично;False;False;False;43;0;0,0;46;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058562;АО Центр;Микро;Дроздов Виктор Борисович;2;2;0;0;0;Отработан полностью;False;False;False;4;0;0,0;5;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058577;ООО Магистраль;Микро;Фомин Леонид Олегович;1;1;0;1;0;Отработан полностью;False;False;True;2;0;0,0;12;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058583;ПАО Триумф;Крупные;Ильин Максим Сергеевич;1;1;1;0;0;Отработан полностью;False;False;True;541;211;39,0;858;24,6
Среднерусский банк;Тульское ГОСБ № 8604;7700058595;ИП Импульс;Микро;Фомин Леонид Олегович;1;1;0;0;0;Отработан полностью;False;False;True;4;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058606;АО Автодор;Малые;Белов Олег Дмитриевич;1;1;1;0;0;Отработан полностью;False;False;True;32;32;100,0;62;51,6
Среднерусский банк;Тульское ГОСБ № 8604;7700058612;НКО Автодор;Малые;Фомин Леонид Олегович;1;1;0;0;0;Отработан полностью;False;False;True;11;0;0,0;31;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058618;АО Прогресс;SBI;Орлова Ксения Николаевна;2;1;1;0;1;Отработан частично;False;False;False;52;2;8,0;58;3,4
Среднерусский банк;Тульское ГОСБ № 8604;7700058628;НКО Заря;Микро;Ильин Максим Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;1;0;0,0;1;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058640;НКО Дельта;Микро;Дроздов Виктор Борисович;1;1;1;0;0;Отработан полностью;False;False;False;4;3;75,0;16;18,8
Среднерусский банк;Тульское ГОСБ № 8604;7700058651;ГБУЗ Магистраль;Микро;Ильин Максим Сергеевич;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;7;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058660;ООО Орион;Микро;Орлова Ксения Николаевна;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;3;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058670;ИП Орион;Микро;Ильин Максим Сергеевич;2;2;0;0;0;Отработан полностью;False;False;False;12;0;0,0;10;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058700;ИП Сатурн;Малые;Ильин Максим Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;32;0;0,0;37;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058704;АО Эталон;Микро;Дроздов Виктор Борисович;2;1;1;0;1;Отработан частично;False;False;False;5;2;100,0;7;28,6
Среднерусский банк;Тульское ГОСБ № 8604;7700058737;ООО Бриз;Крупнейшие;Ильин Максим Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;692;0;0,0;2924;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058754;ГБУЗ Ресурс;Микро;Уваров Максим Николаевич;1;1;1;0;0;Отработан полностью;False;False;True;2;2;100,0;3;66,7
Среднерусский банк;Тульское ГОСБ № 8604;7700058759;НКО Заря;Средние;Уваров Максим Николаевич;1;0;0;0;1;Не начат;False;False;False;28;0;0,0;70;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058766;ГБУЗ Лидер;Рег. госсектор;Белов Олег Дмитриевич;2;2;0;0;0;Отработан полностью;False;True;True;139;0;0,0;209;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058775;ООО Вектор;Средние;Белов Олег Дмитриевич;1;0;0;0;1;Не начат;False;False;False;75;0;0,0;137;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058782;ООО Орион;Микро;Панов Кирилл Николаевич;1;1;1;0;0;Отработан полностью;False;False;True;2;1;50,0;8;12,5
Среднерусский банк;Брянское ГОСБ № 8605;7700058807;ИП Лидер;Микро;Панов Кирилл Николаевич;1;1;0;0;0;Отработан полностью;False;False;True;3;0;0,0;10;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058828;МБУ Бриз;Средние;Волкова Ольга Борисовна;1;1;0;0;0;Отработан полностью;False;False;True;68;0;0,0;111;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058859;ГБУЗ Уют;Малые;Ершова Наталья Олеговна;1;1;0;0;0;Отработан полностью;False;False;True;5;0;0,0;15;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058896;ПАО Гранит;Микро;Волкова Ольга Борисовна;1;1;0;0;0;Отработан полностью;False;False;True;6;0;0,0;13;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058920;ПАО Гранит;Рег. госсектор;Русакова Наталья Сергеевна;1;0;0;0;1;Не начат;False;False;False;59;0;0,0;177;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058954;ПАО Гранит;Средние;Русакова Наталья Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;42;0;0,0;109;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058965;ИП Заря;Рег. госсектор;Русакова Наталья Сергеевна;1;0;0;0;1;Не начат;False;False;False;117;0;0,0;192;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058978;АО Юпитер;Микро;Панов Кирилл Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;7;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700058982;ПАО Дельта;Крупные;Волкова Ольга Борисовна;1;0;0;0;1;Не начат;False;False;False;192;0;0,0;687;0,0
Среднерусский банк;Брянское ГОСБ № 8605;7700059000;ИП Заря;Микро;Панов Кирилл Николаевич;1;1;1;0;0;Отработан полностью;False;False;False;3;1;33,3;7;14,3
